name,subCategory,address,postalCode,phone,hours,description
THK Active Aging Centre @ Kaki Bukit,Active Ageing Centre,"509B Bedok North Street 3, #02-157, Singapore 462509",462509,+65 6241 6691,,Type: Services | Website: http://www.thkmc.org.sg/
THK Bedok Radiance Seniors Activity Centre,Active Ageing Centre,"12 Bedok S Ave 2, #01-610, Singapore 460012",460012,+65 6242 2483,,Type: Community center | Website: http://www.thkmc.org.sg/
THK Home @ Sembawang,Active Ageing Centre,"7 Sembawang Walk, Singapore 756977",756977,+65 6208 8128,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,Type: Non-profit organization | Google Maps: https://maps.google.com/?cid=10263063591665200321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
THK Seniors Activity Centre,Active Ageing Centre,"190 Boon Lay Dr, #01-242, Singapore 640190",640190,+65 6264 6065,,Type: Services | Website: http://www.thkmc.org.sg/
THK Seniors Activity Centre @ AMK 208,Active Ageing Centre,"208 Ang Mo Kio Avenue 1, Ang Mo Kio Street 22, #01-1019, Singapore 560208",560208,+65 6456 2611,,Type: Services | Website: https://www.thkmc.org.sg/
THK Seniors Activity Centre @ AMK 645,Active Ageing Centre,"645 Ang Mo Kio Avenue 6, Ang Mo Kio St. 61, #01-4937 HDB, Singapore 560645",560645,+65 6554 7298,,Type: Services | Website: http://www.thkmc.org.sg/
THK Seniors Activity Centre @ Fengshan 101,Active Ageing Centre,"101 Bedok North Ave 4, #01-1958 Hdb Pearl Garden, Singapore 460101",460101,+65 6208 2653,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Services | Website: http://www.thkmc.org.sg/services_detail/thk-seniors-activity-centres/
THK Seniors Activity Centre @ Fengshan 114,Active Ageing Centre,"114 Bedok North Street 2, #01-240, Singapore 460114",460114,+65 6245 6993,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Services | Website: http://www.thkmc.org.sg/
THK Seniors Activity Centre @ Henderson (Satellite 93),Active Ageing Centre,"93 Henderson Rd, #01-210, Singapore 150093",150093,+65 6273 8291,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: http://www.thkmc.org.sg/
THK Seniors Activity Centre @ MacPherson,Active Ageing Centre,"90 Pipit Road, #01-103, HDB MacPherson Oasis, Singapore 370090",370090,+65 6745 6696,,Type: Services | Website: http://www.thkmc.org.sg/
TOUCHpoint @ Yishun 436 (Active Ageing Centre),Active Ageing Centre,"436 Yishun Ave 11, #01-224, Singapore 760436",760436,+65 6481 4158,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://www.touch.org.sg/about-touch/our-services/touch-active-ageing-homepage
TOUCHpoint@Geylang Bahru,Active Ageing Centre,"Blk 61 Geylang Bahru #01-3293, Singapore 330061",330061,+65 6297 5818,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: https://www.touch.org.sg/about-touch/our-services/touch-senior-activity-centre-homepage
TRANS FOCUS Active Ageing Centre (AAC),Active Ageing Centre,"Toh Yi Dr, #01-189 Block 3, Singapore 590003",590003,+65 6467 8191,"Monday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Tuesday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Wednesday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Thursday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Friday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Saturday: Closed; Sunday: Closed",Type: Non-profit organization | Website: https://www.trans.org.sg/services-focus
Tai Pei Old People's Home,Active Ageing Centre,"10 Jln Ampas, Singapore 329510",329510,+65 6255 2188,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Services | Website: https://dabei.org.sg/tai-pei-old-peoples-home/
Teck Ghee Community Club,Active Ageing Centre,"861 Ang Mo Kio Ave 10, Singapore 569734",569734,+65 6456 7123,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Website: http://www.pa.gov.sg/
Temporary Marine Parade Community Club,Active Ageing Centre,"Block 67 Marine Dr, #01-222, Singapore 440067",440067,+65 6346 4900,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: Closed,Type: Community center | Google Maps: https://maps.google.com/?cid=14596370316773222739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
The Serangoon Community Club,Active Ageing Centre,"10 Serangoon North Ave. 2, Singapore 555877",555877,+65 6285 8833,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=9043795612791889014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Thong Kheng Seniors Activity Centre (Queenstown),Active Ageing Centre,"3 Jalan Bukit Merah, Singapore 150003",150003,,,Type: Association / Organization | Google Maps: https://maps.google.com/?cid=15406057606521527990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Thong Teck Home for Senior Citizens,Active Ageing Centre,"91 Geylang East Ave 2, Singapore 389759",389759,+65 6846 0069,,Type: Health | Website: https://www.thongteckhome.org/
Thye Hua Kwan Senior Care Centre @ Kaki Bukit (Bedok North),Active Ageing Centre,"534 Bedok North Street 3, #01-814 Block 534, Singapore 460534",460534,+65 6241 1808,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 7:30 AM – 1:30 PM; Sunday: Closed,Type: Services | Website: http://www.thknh.org.sg/
Tiong Bahru Community Centre,Active Ageing Centre,"67A Eu Chin St, CC, Singapore 169715",169715,+65 6223 0748,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Website: https://www.pa.gov.sg/our-network/community-clubs/Locate-CC/detail/Tiong-Bahru-Community-Centre
Toa Payoh East Zone 1 Senior Citizens' Centre,Active Ageing Centre,"226 Lor 8 Toa Payoh, Block 226, Singapore 310226",310226,,,Type: Community center | Google Maps: https://maps.google.com/?cid=2783800541215989136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Tzu Chi Seniors Engagement & Enabling Node (Bukit Batok) 慈济乐龄长青馆 (武吉巴督),Active Ageing Centre,"230A Bukit Batok Street 21, #02-423, Singapore 651230",651230,+65 6355 9066,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Services | Website: https://tzuchi.org.sg/en/our-missions/medicine/seniors-engagement-and-enabling-node-seen/
Tzu Chi Seniors Engagement & Enabling Node (Nanyang) 慈济乐龄长青馆 (南洋),Active Ageing Centre,"712B Jurong West Street 71, #01-203, Singapore 642712",642712,+65 6355 9068,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Services | Website: https://tzuchi.org.sg/en/our-missions/medicine/seniors-engagement-and-enabling-node-seen/
Vanguard Active Ageing Centre (Care) @ Senja,Active Ageing Centre,"Singapore 679910, Singapore101, Bukit Panjang Rd, Singapore 679910",679910,,,Type: Services | Google Maps: https://maps.google.com/?cid=10488538259049978629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
West Coast Community Centre,Active Ageing Centre,"2 Clementi West Street 2, Singapore 129605",129605,+65 6779 1098,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Website: https://www.onepa.gov.sg/cc/west-coast-cc
Woodlands Community Club (Temporary Site),Active Ageing Centre,"Blk 832 Woodlands Street 83, #01-65 S, Singapore 730832",730832,+65 6362 8832,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=2664921164639341288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Woodlands Galaxy Community Club,Active Ageing Centre,"31 Woodlands Ave 6, Singapore 738991",738991,+65 6366 2218,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=14352767891442848103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Yew Tee Community Club,Active Ageing Centre,"20 Choa Chu Kang Street 52, #01-01 Yew Tee Community Building, Singapore 689286",689286,+65 6769 3672,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Website: https://www.pa.gov.sg/our-network/community-clubs/Locate-CC/detail/Yew-Tee-Community-Club
Yong-en Active Hub (YEAH!),Active Ageing Centre,"3779 Jalan Bukit Merah, #01-03, Singapore 159462",159462,+65 8322 9954,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: https://www.yong-en.org.sg/
1 Bishan Medical Clinic,Community Hospital,"283 Bishan Street 22, Block 283, Singapore 570283",570283,+65 6456 1600,"Monday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM; Tuesday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM; Wednesday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM; Thursday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM; Friday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM; Saturday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM; Sunday: 8:00 AM – 2:00 PM, 6:00 – 9:30 PM",Type: Medical clinic | Website: https://www.1medical.sg/
171 Stirling Family Clinic,Community Hospital,"171 Stirling Rd, #01-1101, Singapore 140171",140171,+65 6250 6551,"Monday: 8:30 AM – 12:30 PM, 6:00 – 9:00 PM; Tuesday: 8:30 AM – 12:30 PM, 6:00 – 9:00 PM; Wednesday: 8:30 AM – 12:30 PM, 6:00 – 9:00 PM; Thursday: 8:30 AM – 12:30 PM, 6:00 – 9:00 PM; Friday: 8:30 AM – 12:30 PM, 6:00 – 9:00 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed",Type: Medical clinic | Website: https://171stirlingfamclinic.wixsite.com/main
AIC Link @ Sengkang Community Hospital,Community Hospital,"1 Anchorvale Street, at, Green Zone Beside Koufu Food Court Near Sengkang MRT Station or Cheng Lim LRT Station, Patient Service Centre, Singapore 544835",544835,+65 1800 650 6060,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 5:30 PM; Saturday: 9:00 AM – 12:30 PM; Sunday: Closed,Type: Consultant | Website: https://www.aic.sg/about-us/aic-link-locations
Admiralty Medical Centre (AdMC) Clinical Services,Community Hospital,"676 Woodlands Drive 71, #03-01 Kampung Admiralty, Singapore 730676",730676,+65 6555 8000,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: Closed,Type: Medical Center | Website: https://www.ktph.com.sg/admiralty-medical-centre
Aft Hosp Dr,Community Hospital,Singapore,,,,Type: Bus stop | Google Maps: https://maps.google.com/?cid=8670726510476541346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alexandra Family Clinic & Surgery,Community Hospital,"57 Dawson Rd, #02-02 Dawson Place, Singapore 142057",142057,+65 6479 7022,"Monday: 8:00 AM – 12:30 PM, 1:30 – 5:30 PM; Tuesday: 8:30 AM – 3:00 PM, 6:30 – 9:00 PM; Wednesday: 8:30 AM – 3:00 PM; Thursday: 8:30 AM – 3:00 PM; Friday: 8:30 AM – 3:00 PM, 6:30 – 9:00 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed",Type: Medical clinic | Website: https://www.alexandrafamilyclinic.com/
Alexandra Hospital,Community Hospital,"378 Alexandra Rd, Singapore 159964",159964,+65 6908 2222,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Hospital | Website: https://www.ah.com.sg/
Anteh Dispensary Pte Ltd,Community Hospital,"1 Lor 22 Geylang, #01-02, Singapore 398664",398664,+65 6744 1809,"Monday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM, 7:00 – 11:00 PM; Tuesday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM, 7:00 – 11:00 PM; Wednesday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM, 7:00 – 11:00 PM; Thursday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM, 7:00 – 11:00 PM; Friday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM, 7:00 – 11:00 PM; Saturday: 9:00 AM – 12:00 PM, 1:00 – 6:00 PM, 7:00 – 11:00 PM; Sunday: 1:00 – 6:00 PM, 7:00 – 11:00 PM",Type: Medical clinic | Website: https://antehdispensary.com/
Anytime Fitness SKH Campus,Community Hospital,"1 Anchorvale St, #01-29 Sengkang Community Hospital, Singapore 544835",544835,+65 9773 0829,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Gym | Website: https://www.anytimefitness.sg/gyms/sg-0061/sengkang-north-east/
Anytime Fitness hillV2,Community Hospital,"4 Hillview Rise, #02-18/19, Singapore 667979",667979,+65 6266 4426,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Gym | Website: http://anytimefitness.sg/gyms/sg-0048/singapore-central-singapore-667979/
"Autism Recovery Network (ARN) - Early Intervention, ABA-VB Therapy & Social Interaction Groups",Community Hospital,"458A Joo Chiat Rd, Singapore 427671",427671,+65 6348 8005,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,Type: Medical clinic | Website: https://autismrecovery.sg/
BCH Clinic @ Pasir Ris,Community Hospital,"21 Pasir Ris Grove, #01-32 Coco Palms next to 7/11 shop, Singapore 518070",518070,+65 8869 1103,"Monday: 8:30 AM – 2:00 PM, 6:00 – 9:00 PM; Tuesday: 8:30 AM – 1:30 PM, 6:00 – 9:00 PM; Wednesday: 8:30 AM – 2:00 PM, 6:00 – 9:00 PM; Thursday: 8:30 AM – 2:00 PM, 6:00 – 9:00 PM; Friday: 8:30 AM – 2:00 PM, 6:00 – 9:00 PM; Saturday: Closed; Sunday: Closed",Type: Medical clinic | Website: https://book.health.gov.sg/book?institutionId=1310
Bridgepoint Health (Everton Park Clinic),Community Hospital,"1 Everton Prk, #01-41, Singapore 081001",081001,+65 6226 2066,"Monday: 8:00 AM – 1:30 PM, 2:30 – 5:30 PM, 6:30 – 9:30 PM; Tuesday: 8:00 AM – 1:30 PM, 2:30 – 5:30 PM, 6:30 – 9:30 PM; Wednesday: 8:00 AM – 1:30 PM, 2:30 – 5:30 PM, 6:30 – 9:30 PM; Thursday: 8:00 AM – 1:30 PM, 2:30 – 5:30 PM, 6:30 – 9:30 PM; Friday: 8:00 AM – 1:30 PM, 2:30 – 5:30 PM; Saturday: 8:00 AM – 1:30 PM; Sunday: 8:00 AM – 1:30 PM",Type: Medical clinic | Website: https://www.bridgepointhealth.sg/
Bukit Merah Family Clinic,Community Hospital,"133 Jalan Bukit Merah, #01-1516, Singapore 160133",160133,+65 8911 7616,"Monday: 8:30 AM – 1:30 PM, 2:00 – 5:00 PM, 6:00 – 9:00 PM; Tuesday: 8:30 AM – 1:30 PM, 2:00 – 5:00 PM, 6:00 – 9:00 PM; Wednesday: 8:30 AM – 1:30 PM, 2:00 – 5:00 PM, 6:00 – 9:00 PM; Thursday: 8:30 AM – 1:30 PM, 2:00 – 5:00 PM, 6:00 – 9:00 PM; Friday: 8:30 AM – 1:30 PM, 2:00 – 5:00 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: 8:30 AM – 12:30 PM",Type: Medical Center | Website: https://www.districtfamilyclinics.com/bukit-merah
